filename,ca_thtrA_amplitude,ca_thtrA_amplitude_err,ca_thtrA_mean,ca_thtrA_mean_err,ca_thtrA_stddev,ca_thtrA_stddev_err,ca_thtrA_chisquare,ca_thtrA_ndf,ca_thtrA_entries,cg_thtrG_amplitude,cg_thtrG_amplitude_err,cg_thtrG_mean,cg_thtrG_mean_err,cg_thtrG_stddev,cg_thtrG_stddev_err,cg_thtrG_chisquare,cg_thtrG_ndf,cg_thtrG_entries,PID,momentum,pseudorapidity,eta
out_211_14.5_15.root,317.5086231181819,13.228175719832883,223.98320909948637,0.019277441144948955,0.5885806228831357,0.01521373600924325,14.102031692241413,12.0,951.0,201.98616047384016,8.67331160578119,37.772148620025725,0.011674714298463907,0.3424752082039594,0.009043847014179984,6.347151774078443,9.0,951.0,211,14.5,15,3.0
out_211_10.5_8.root,335.3311731210211,13.667979182674367,223.79095162243198,0.01938610471113832,0.5579871415850626,0.013614717810081278,30.000117761754773,14.0,968.0,209.24194618735606,8.423817413605583,36.677802089447376,0.011737092062780102,0.35713806363283007,0.00847717639203388,10.228825790139917,10.0,968.0,211,10.5,8,2.3
out_321_32.0_3.root,384.6240399366661,16.355230595596296,223.64486455891384,0.01582020742630866,0.46087015886529376,0.01205783021678758,8.356477702994843,5.0,897.0,102.16854556007435,4.391052001059163,35.83499820254849,0.023355698850857847,0.6835438311746395,0.01829041034987622,16.353561929624025,23.0,897.0,321,32.0,3,1.8
out_211_11.5_4.root,410.96133045956736,16.45765784029403,223.8559897555286,0.015164364742779128,0.4685586599682823,0.011166551364967386,4.702022932748214,6.0,970.0,126.88902346300296,5.308117165342598,37.14250534541555,0.019444285360369264,0.5898738817900111,0.015506127315497054,26.373462942797307,22.0,970.0,211,11.5,4,1.9
out_321_21.5_19.root,250.72273035398365,10.41132850187333,223.13324135468244,0.024559113052856713,0.739990578600565,0.018899812658905335,10.038945151838728,11.0,941.0,27.821050825000167,2.1825059619494853,30.541546947153325,0.17815783696966253,0.9352520411044832,0.1055407662517121,21.895305166701547,15.0,941.0,321,21.5,19,3.4
out_321_30.5_14.root,346.73242385921174,14.454770241229513,223.60417267695405,0.017732034813911828,0.5463297239315544,0.01429800292554162,7.29887728151032,7.0,957.0,212.34318126807466,8.464610391813977,35.46570333820512,0.011607935431929593,0.35187634125967443,0.008034323837816576,12.557064138571883,15.0,957.0,321,30.5,14,2.9
out_321_29.0_10.root,356.5001554313531,13.770493169267004,223.54383707202854,0.017338608624701775,0.5334712704649457,0.011248541716329219,6.668037955006501,5.0,960.0,240.47315251919045,9.777313110582947,35.04994549662587,0.010237086930779777,0.31355682271880436,0.007675331635240257,11.19872576503565,12.0,960.0,321,29.0,10,2.5
out_211_36.0_6.root,388.0544441761921,16.078088752355324,224.10401070275464,0.015912497877958773,0.4896050717211435,0.012642961266672303,6.444541875614842,6.0,959.0,171.65877424375088,7.255970880448327,38.77136325029867,0.014507333861055864,0.43569115949330606,0.011917821016603602,19.103531184644343,16.0,959.0,211,36.0,6,2.1
out_211_27.0_12.root,327.4854355586979,13.063603625332096,224.12992627187916,0.01933434188734444,0.5703906639779572,0.013063435161503989,10.611168188683873,7.0,947.0,248.77256566581147,10.389492876386722,38.63567141702708,0.009798866007424764,0.2989264072141894,0.0077480319783490015,10.008521674842555,13.0,947.0,211,27.0,12,2.7
out_321_28.5_7.root,365.50265204707034,14.95976324663688,223.49173624165917,0.01684743719066324,0.5184515377977367,0.012948771039533624,3.984772851432763,5.0,954.0,177.01908821306168,7.37823718194513,34.96453569694958,0.014013613318882786,0.42409469137908595,0.01120747518289511,9.89848201720794,12.0,954.0,321,28.5,7,2.2
out_211_8.0_14.root,307.8163107589866,12.497766860837402,223.5282374796549,0.01990697603680118,0.6114633750658621,0.014833824277503571,8.411019178374659,11.0,952.0,192.72142326096386,8.254681465197375,34.86968426139098,0.012615292886356294,0.3807352907083196,0.010434825402634268,21.566822374771984,17.0,952.0,211,8.0,14,2.9
out_211_23.5_15.root,333.0262720663513,14.350736773296049,224.1133151767634,0.01840426847393919,0.5569277828592664,0.015566204649499982,14.174915310232935,9.0,944.0,222.05926651698329,8.717580183270654,38.49098584724955,0.01094149885049791,0.3282380544980011,0.00701922285170456,22.073871862836793,19.0,944.0,211,23.5,15,3.0
out_321_27.5_17.root,318.1091258395878,12.823635873946893,223.50211046555677,0.01943344571206886,0.599174029540286,0.014468169560693744,2.6957778543847373,6.0,958.0,206.3903150191407,8.350533815713934,34.55434206598039,0.01192820057102084,0.3644451652741871,0.008812766841578668,6.8863053003939125,11.0,958.0,321,27.5,17,3.2
